,color,date,link,moves,my_elo,opponent_country,opponent_elo,opponent_name,result,speed
1180,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3355235340,24,902,Mexico,964,Migazzz,loss,5 min
1181,white,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354862484,29,909,Norway,853,Gethr,loss,5 min
1182,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354810780,43,919,Vatican City,1050,RichiRich1,loss,5 min
1183,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354728308,48,924,United States,900,Thetrurh,draw,5 min
1184,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354681698,30,925,United States,1008,bigbrotherbo,loss,5 min
1185,white,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354611713,60,931,Belgium,909,DrizzleFour,win,5 min
1186,white,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354595930,12,923,Indonesia,876,itstheflyingcrab,win,5 min
1187,white,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354326899,14,916,Ukraine,917,Beoblod,win,5 min
1188,white,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354300913,34,908,Italy,880,toniodonato,win,5 min
1189,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354282282,41,900,Russia,929,ahmadbidanouk1688,win,5 min
1190,black,"Jan 6, 2019",https://www.chess.com/analysis/game/live/3354265628,32,891,Philippines,887,rodengammad,loss,5 min
1191,black,"Jan 5, 2019",https://www.chess.com/analysis/game/live/3351700066,41,900,Canada,845,EugeneLightning,win,5 min
1192,white,"Jan 4, 2019",https://www.chess.com/analysis/game/live/3350095836,46,893,Spain,872,Cab17,win,5 min
1193,black,"Jan 4, 2019",https://www.chess.com/analysis/game/live/3350090379,13,885,Spain,880,Cab17,loss,5 min
1194,white,"Jan 4, 2019",https://www.chess.com/live/game/3350085462?username=eono619,3,893,Brazil,780,Xad1235,win,5 min
1195,white,"Jan 4, 2019",https://www.chess.com/analysis/game/live/3350062869,65,887,Ukraine,1045,P3bz7,loss,5 min
1196,black,"Jan 4, 2019",https://www.chess.com/analysis/game/live/3348927047,48,892,United Kingdom,872,jgould311,win,5 min
1197,black,"Jan 3, 2019",https://www.chess.com/analysis/game/live/3345929073,21,884,India,923,mikeleven,loss,5 min
1198,white,"Jan 2, 2019",https://www.chess.com/analysis/game/live/3345188062,38,891,Canada,957,P30NZ,win,5 min
1199,white,"Jan 2, 2019",https://www.chess.com/analysis/game/live/3345163574,31,881,Australia,824,nblock,loss,5 min
1200,white,"Jan 2, 2019",https://www.chess.com/analysis/game/live/3345075542,60,891,Norway,780,nikken9,win,5 min
1201,black,"Jan 2, 2019",https://www.chess.com/analysis/game/live/3345035145,28,885,Chile,947,rofritoxd,loss,5 min
1202,black,"Jan 2, 2019",https://www.chess.com/analysis/game/live/3344090772,36,892,International,884,postmate,win,5 min
1203,black,"Jan 1, 2019",https://www.chess.com/analysis/game/live/3342156704,31,884,United States,895,wdenza,loss,5 min
1204,black,"Jan 1, 2019",https://www.chess.com/analysis/game/live/3341355407,45,892,Germany,913,Elzear,win,5 min
1205,white,"Jan 1, 2019",https://www.chess.com/analysis/game/live/3341332774,22,883,United States,918,manyponytail,loss,5 min
1206,white,"Dec 31, 2018",https://www.chess.com/analysis/game/live/3339243900,14,891,United States,855,kolinpound,win,5 min
1207,white,"Dec 31, 2018",https://www.chess.com/analysis/game/live/3339092751,67,884,Turkey,876,053662526akcan,win,5 min
1208,black,"Dec 31, 2018",https://www.chess.com/analysis/game/live/3338507226,15,876,United States,720,ClapDatAss,win,5 min
1209,black,"Dec 31, 2018",https://www.chess.com/analysis/game/live/3338487709,16,871,Myanmar,866,HtooYang,loss,5 min
1210,black,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3337173247,7,879,United States,688,murcan,win,5 min
1211,white,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3337015444,39,875,United States,886,wakestyle,win,5 min
1212,white,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3336479041,20,866,Brazil,890,PauloAvelarJr,loss,5 min
1213,black,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3336411894,56,874,United States,882,duamau,win,5 min
1214,black,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3336359197,48,865,Netherlands,865,ashviv,win,5 min
1215,white,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3336342982,15,857,United States,825,Acelink,win,5 min
1216,black,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3336336517,11,849,United States,884,Charly2122,loss,5 min
1217,white,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3335687284,45,857,Germany,903,mmmyyy111000,draw,5 min
1218,white,"Dec 30, 2018",https://www.chess.com/analysis/game/live/3335439385,17,856,India,701,jacko774,win,5 min
1219,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333993747,28,851,United States,907,lermentov,loss,5 min
1220,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333872841,28,858,United Kingdom,803,Dec201,win,5 min
1221,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333816251,37,851,Germany,807,viggy32,loss,5 min
1222,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333627126,70,860,Mexico,809,obedmartinez27,win,5 min
1223,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333596090,48,853,Turkey,898,ultraasker,loss,5 min
1224,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333538288,19,860,Pakistan,868,Natsaha,win,5 min
1225,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333482445,41,851,India,938,djsoni,loss,5 min
1226,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333431014,17,857,United States,809,CirCaNightmare69,win,5 min
1227,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333264260,26,850,Venezuela,776,gadierjimenez,win,5 min
1228,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333228633,65,843,United States,904,rmscps27,loss,5 min
1229,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3333159904,44,850,Syria,941,Murad-Ali2000,draw,5 min
1230,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332989356,30,848,United States,826,dpati9997,win,5 min
1231,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332957213,54,840,Indonesia,859,ade1908,draw,5 min
1232,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332928200,56,840,United States,817,kli22,draw,5 min
1233,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332885967,59,841,Germany,1013,FarnamOmaha,draw,5 min
1234,white,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332831796,32,837,Norway,809,frankiemanz,win,5 min
1235,black,"Dec 29, 2018",https://www.chess.com/analysis/game/live/3332792200,30,829,India,880,Ashfaq33,win,5 min
1236,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331269897,40,819,Brazil,652,amanda_signorini,win,5 min
1237,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331222349,30,814,Australia,841,Woodhopper,win,5 min
1238,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331185861,45,805,Mexico,803,cuellarm7,win,5 min
1239,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331170600,21,797,Netherlands,709,dranklin2014,loss,5 min
1240,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331163575,12,807,United States,832,teddyross,loss,5 min
1241,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331114927,23,815,France,728,AshishK_123,win,5 min
1242,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331087268,22,809,United States,855,BobArizona,loss,5 min
1243,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3331037340,18,816,United States,606,cjmaimone,win,5 min
1244,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330997522,31,812,United States,912,willstone393,loss,5 min
1245,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330961252,21,818,United Kingdom,799,Seanmcfie,win,5 min
1246,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330911722,35,810,United States,827,jgross35,loss,5 min
1247,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330703849,27,818,Norway,794,eskilhovland,loss,5 min
1248,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330437902,44,827,Brazil,774,rafaeljorge,win,5 min
1249,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330404108,39,820,Croatia,798,kikitorres3,loss,5 min
1250,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330380248,16,829,United States,834,Kskrigbaum,win,5 min
1251,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330329461,51,821,Colombia,789,JaimeVillamil333,loss,5 min
1252,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330302835,21,830,Norway,764,mvt1990,win,5 min
1253,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330288068,25,823,India,825,iamshort6,loss,5 min
1254,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330247895,48,831,Canada,820,mcarello,win,5 min
1255,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330225518,32,823,Germany,823,Roter_Oktober,loss,5 min
1256,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330195750,17,831,Spain,785,Juanjo-Alonso,win,5 min
1257,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330172523,25,824,Indonesia,872,SiegHaiL,win,5 min
1258,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330149855,68,814,Iran,835,omidpaidar,draw,5 min
1259,black,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330120180,46,814,Ireland,864,DarraghCollins,loss,5 min
1260,white,"Dec 28, 2018",https://www.chess.com/analysis/game/live/3330099464,53,821,Malaysia,824,mehswin,draw,5 min
1261,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3329033745,17,821,India,757,Ramasubbaiah,loss,5 min
1262,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328513444,65,831,Australia,795,rkandel,win,5 min
1263,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328495374,24,824,United States,860,gagajojo,loss,5 min
1264,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328421665,37,832,Jamaica,900,Nobaddathani,loss,5 min
1265,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328351870,47,839,Greece,890,johnymode1,loss,5 min
1266,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328292507,20,846,Catalonia,829,jorgemalen,win,5 min
1267,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328246751,76,838,Morocco,849,Vincent-Lawe,draw,5 min
1268,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3328194717,69,838,Germany,833,FelixRi,draw,5 min
1269,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327834867,46,838,Ukraine,839,Vols_putin-huilo,win,5 min
1270,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327808530,53,830,Switzerland,851,Gwuziluth,draw,5 min
1271,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327689095,30,830,India,834,Sathiya8,win,5 min
1272,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327652184,23,822,United States,812,tommyboi11,win,5 min
1273,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327479607,32,814,India,834,Eshan_jain,win,5 min
1274,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327431782,55,805,Colombia,791,harold_reinel,loss,5 min
1275,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327356997,17,814,Greece,800,dimitrismath,win,5 min
1276,black,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327337288,15,806,Ireland,784,papasmurf1269,win,5 min
1277,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327326963,12,798,Poland,832,karolodzki97,win,5 min
1278,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327301165,64,789,Switzerland,762,Arti-jan,loss,5 min
1279,white,"Dec 27, 2018",https://www.chess.com/analysis/game/live/3327275311,66,798,Croatia,738,Hicone1,loss,5 min
1280,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325914123,65,808,Netherlands,840,SuperSSally,draw,5 min
1281,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325881288,30,807,United States,838,GoatBoy6,win,5 min
1282,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325844728,77,798,Australia,812,HenryJ160,draw,5 min
1283,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325837641,12,798,Poland,767,MateuszFu,loss,5 min
1284,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325832719,6,807,Greece,784,JediKnight75,loss,5 min
1285,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325809675,28,816,Italy,830,krino535,loss,5 min
1286,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325621741,60,824,Brazil,826,elizandromorais,draw,5 min
1287,black,"Dec 26, 2018",https://www.chess.com/live/game/3325618473?username=eono619,1,824,Morocco,812,medo92,win,5 min
1288,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325601251,36,816,Norway,810,alfpetter,win,5 min
1289,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325210758,24,808,Netherlands,836,janzet,win,5 min
1290,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325190750,13,799,Indonesia,784,alfarisi5,win,5 min
1291,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325094671,41,791,Russia,760,Fenrird,win,5 min
1292,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3325036023,29,783,Sweden,759,Roijo,loss,5 min
1293,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324970300,19,792,India,753,tamil56567,win,5 min
1294,white,"Dec 26, 2018",https://www.chess.com/live/game/3324965725?username=eono619,4,785,Russia,782,saushkin_sv,loss,5 min
1295,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324798605,25,793,United States,811,asrisko,win,5 min
1296,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324707966,45,784,Germany,792,magnus_es,loss,5 min
1297,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324693329,53,792,Basque Country,795,jotazeta,loss,5 min
1298,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324682094,18,800,United Kingdom,784,charlie_barly,win,5 min
1299,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324669126,22,792,Italy,750,AnnaFrank51,win,5 min
1300,black,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324651248,32,785,Tunisia,816,sami17hizem,loss,5 min
1301,white,"Dec 26, 2018",https://www.chess.com/analysis/game/live/3324639983,18,793,Brazil,640,Vorsky,win,5 min
1302,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3323167132,9,788,United States,824,MrSicario1990,win,5 min
1303,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3323132831,40,779,Egypt,783,Egyptianos,loss,5 min
1304,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3323059521,27,787,Peru,735,carlosnavarro28,loss,5 min
1305,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3323033494,36,797,United States,843,dsdeckard,win,5 min
1306,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3323027992,12,788,Mexico,779,JoseMarinA,win,5 min
1307,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322998731,20,780,United States,740,ezeyall,win,5 min
1308,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322988193,20,773,Switzerland,789,limoncocuk,loss,5 min
1309,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322963028,38,781,United States,841,DMP2721,loss,5 min
1310,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322869812,20,788,Chile,748,PuppyDogs,win,5 min
1311,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322848860,32,781,Norway,760,flisespiker,loss,5 min
1312,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322830824,24,790,Russia,767,Ivan_Anisimov,loss,5 min
1313,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322702643,22,799,United States,713,IsraelBirnbaum,win,5 min
1314,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322683801,14,793,Denmark,750,ulriknielsen,win,5 min
1315,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322636652,57,786,United States,687,burrman48,win,5 min
1316,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322582616,37,780,Kazakhstan,725,Dastan1999,win,5 min
1317,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322308770,26,773,Poland,834,hefajstion,loss,5 min
1318,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322289014,23,780,United States,754,billeaud,win,5 min
1319,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322280642,6,772,Belgium,778,victordellafaille,win,5 min
1320,white,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322247839,17,763,India,762,adhyansh04,win,5 min
1321,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322232563,44,755,India,838,manojguttedar,loss,5 min
1322,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322096055,41,761,Norway,846,mariuscjh,loss,5 min
1323,black,"Dec 25, 2018",https://www.chess.com/analysis/game/live/3322050917,60,767,India,729,Ankitvh,draw,5 min
1324,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320685229,27,768,United States,810,TestDummy,win,5 min
1325,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320616337,31,759,International,750,HgTT78mmf,loss,5 min
1326,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320584572,23,768,Sweden,715,allgreen11,win,5 min
1327,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320570114,22,761,United States,794,candlejules,loss,5 min
1328,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320536340,27,769,Saint Lucia,786,prof67,loss,5 min
1329,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320514192,39,777,Argentina,738,ElNobleKamikaze,win,5 min
1330,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320488975,49,770,Norway,865,Haklot,loss,5 min
1331,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3320465700,68,776,Peru,763,gordoot,draw,5 min
1332,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319903124,51,776,Argentina,796,tom081,loss,5 min
1333,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319897333,9,784,United Kingdom,791,darci13,loss,5 min
1334,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319785693,19,792,Ireland,795,magscollins,win,5 min
1335,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319744442,41,784,India,819,deepak111000,loss,5 min
1336,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319700338,44,792,India,768,Chandu9090,draw,5 min
1337,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319654948,31,793,Denmark,818,Thoraskovjensen,win,5 min
1338,white,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319624726,63,784,India,730,priyanka345,draw,5 min
1339,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319583614,51,785,United States,772,scurtis9057,win,5 min
1340,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319558585,34,777,South Korea,796,conenergia,loss,5 min
1341,black,"Dec 24, 2018",https://www.chess.com/analysis/game/live/3319514785,30,785,United Kingdom,705,stroppyspider,win,5 min
1342,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317915835,18,779,Sweden,807,benimbenimsson,loss,5 min
1343,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317861985,12,787,Norway,852,Nicolaifivel,win,5 min
1344,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317716533,19,777,United States,825,Giallo8,loss,5 min
1345,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317652360,34,784,Peru,795,MauroCP,win,5 min
1346,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317629230,29,775,United States,711,broccoli47,win,5 min
1347,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317619874,16,768,Germany,656,saosaising,win,5 min
1348,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317596841,27,762,Argentina,746,emanueldominguez,win,5 min
1349,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317586300,19,754,United States,791,Moose-99,loss,5 min
1350,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317556686,38,762,Brazil,765,Neslek,loss,5 min
1351,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317459523,67,770,Oman,734,fahadrsm,win,5 min
1352,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317206862,31,763,Colombia,857,JUHERBU,loss,5 min
1353,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317134823,23,769,United States,742,buffbird,win,5 min
1354,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317092620,54,761,Nicaragua,775,Joe_Kaz_Kazinsky,loss,5 min
1355,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317058555,36,769,Russia,779,djafar03,loss,5 min
1356,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317027058,47,777,Bangladesh,779,Tuhint,win,5 min
1357,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3317007439,47,769,Iraq,724,AliAlazal,draw,5 min
1358,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3316980818,33,770,United Kingdom,783,UncleDwight,win,5 min
1359,black,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3316846734,64,761,Slovakia,765,gronam,win,5 min
1360,white,"Dec 23, 2018",https://www.chess.com/analysis/game/live/3316832318,20,752,Costa Rica,725,sebasrr,loss,5 min
1361,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315246982,38,761,Bosnia-Herzegovina,798,miralemalich,loss,5 min
1362,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315221390,15,769,Russia,834,KoVMIKULA,loss,5 min
1363,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315160627,15,776,Norway,699,Brande100,win,5 min
1364,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315131642,40,769,Canada,742,NeonicalCube,loss,5 min
1365,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315103983,34,778,Indonesia,785,hartzasia,win,5 min
1366,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315051700,40,769,Tunisia,773,meherhsouna,win,5 min
1367,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315025002,43,760,Greece,817,georgezoumas,loss,5 min
1368,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3315021321,5,767,Norway,762,erowka03,loss,5 min
1369,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314967961,18,776,Colombia,830,osferpa,loss,5 min
1370,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314729123,26,783,Indonesia,792,NoelleSilva,loss,5 min
1371,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314603109,53,791,Bangladesh,810,muntasirqoiy,win,5 min
1372,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314591858,20,782,Finland,778,viisi,loss,5 min
1373,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314575937,29,790,Sweden,848,Anderslassas,loss,5 min
1374,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314539721,49,797,Bosnia-Herzegovina,749,edin2634,draw,5 min
1375,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314534466,11,798,Greece,772,stefanosathana,loss,5 min
1376,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314516870,25,807,El Salvador,770,MarioHimejima2018,win,5 min
1377,white,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314217317,27,799,United States,800,Belovedbishop,loss,5 min
1378,black,"Dec 22, 2018",https://www.chess.com/analysis/game/live/3314060159,21,807,Brazil,811,faustosilva,win,5 min
1379,black,"Dec 21, 2018",https://www.chess.com/analysis/game/live/3312587681,26,798,Dominican Republic,756,Ariel-Domimicano,win,5 min
1380,white,"Dec 21, 2018",https://www.chess.com/analysis/game/live/3312552946,52,791,Ireland,819,McTagoo,win,5 min
1381,black,"Dec 21, 2018",https://www.chess.com/analysis/game/live/3312469997,45,782,United States,1153,akaminet,loss,5 min
1382,white,"Dec 21, 2018",https://www.chess.com/analysis/game/live/3312214709,33,782,United States,749,redmotto,win,5 min
1383,black,"Dec 21, 2018",https://www.chess.com/analysis/game/live/3311937975,41,774,Italy,710,badi_bezeze,win,5 min
1384,white,"Dec 20, 2018",https://www.chess.com/analysis/game/live/3310240946,33,767,United Kingdom,818,Napp94,loss,5 min
1385,white,"Dec 20, 2018",https://www.chess.com/live/game/3310235909?username=eono619,2,774,Vatican City,784,matthewlee123123,win,5 min
1386,white,"Dec 20, 2018",https://www.chess.com/analysis/game/live/3309786213,36,765,United States,789,ConstantineX,loss,5 min
1387,black,"Dec 20, 2018",https://www.chess.com/analysis/game/live/3309079588,55,773,Norway,752,eirikborgersen,draw,5 min
1388,black,"Dec 20, 2018",https://www.chess.com/live/game/3309072617?username=eono619,4,773,India,743,Indian_mard3,win,5 min
1389,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307894016,59,758,United States,787,CoolHandLuke70,win,5 min
1390,black,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307859157,71,749,Colombia,682,PlayboyJP,win,5 min
1391,black,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307855699,8,742,Italy,794,piervipiano,loss,5 min
1392,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307848759,33,749,United States,728,justinmagdellini,win,5 min
1393,black,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307845090,12,741,Turkey,762,Alydn,loss,5 min
1394,black,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307832754,36,749,United Kingdom,826,IzaakLon,loss,5 min
1395,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307816937,13,756,Armenia,719,handsomemanuglyman,win,5 min
1396,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307810931,17,749,United States,776,McPreacher,win,5 min
1397,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307803949,21,740,United States,754,necessitydefense,loss,5 min
1398,black,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307792996,28,748,United States,807,nmcgr,loss,5 min
1399,white,"Dec 19, 2018",https://www.chess.com/analysis/game/live/3307773757,45,755,Chile,781,lorenzoelbenzo,loss,5 min
1400,black,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3305378822,32,763,Mexico,688,URBALEJO,win,5 min
1401,white,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3305351361,35,756,New Zealand,783,gatshredder,win,5 min
1402,black,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3305301728,52,747,Mexico,779,obed03,win,5 min
1403,white,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3304906191,23,738,United States,622,cjmaimone,win,5 min
1404,black,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3304364016,52,732,Mexico,745,Canek76,loss,5 min
1405,black,"Dec 18, 2018",https://www.chess.com/analysis/game/live/3303474017,72,740,Norway,821,sjakkFR,loss,5 min
